,overall_sentiment_score,BTC_sentiment,ETH_sentiment,BTC_relevance,ETH_relevance,timestamp
4377,0.028713,,0.090997,,0.059253,2022-04-26 23:20:00
4378,-0.043256,-0.043256,,0.8751,,2022-04-26 23:23:00
4379,-0.075454,,0.030411,,0.267266,2022-04-26 23:38:00
4380,-0.019204,0.056582,,0.25717,,2022-04-26 23:51:00
4381,0.000416,0.009169,,0.124228,,2022-04-27 00:43:00
4382,-0.22418,-0.172896,-0.082309,0.537057,0.166111,2022-04-27 01:20:00
4383,-0.027083,-0.020371,,0.101668,,2022-04-27 01:22:00
4384,0.015049,-0.014,-0.010119,0.288468,0.356098,2022-04-27 01:24:00
4385,-0.056368,-0.059899,-0.028804,0.877546,0.365389,2022-04-27 02:06:00
4386,-0.027325,0.006063,0.006063,0.222531,0.222531,2022-04-27 03:07:00
4387,-0.051463,0.049655,,0.179788,,2022-04-27 03:09:00
4388,-0.020564,0.01374,0.01374,0.32329,0.32329,2022-04-27 03:10:00
4389,0.076534,0.085675,,0.224764,,2022-04-27 03:38:00
4390,-0.091718,-0.094945,,0.228502,,2022-04-27 04:29:00
4391,-0.005949,0.016836,0.016836,0.262805,0.385286,2022-04-27 06:16:00
4392,-0.042166,-0.008855,,0.944442,,2022-04-27 06:20:00
4393,-0.121171,-0.217097,0.002011,0.423606,0.423606,2022-04-27 06:49:00
4394,-0.079336,-0.099563,,0.649195,,2022-04-27 07:00:00
4395,-0.237372,,0.024834,,0.272181,2022-04-27 07:17:00
4396,-0.137708,,-0.698855,,0.0948,2022-04-27 07:32:00
4397,-0.041855,,-0.022522,,0.2306,2022-04-27 07:59:00
4398,-0.098587,-0.007913,-0.007913,0.07743,0.07743,2022-04-27 08:13:00
4399,-0.082022,-0.013554,,0.276491,,2022-04-27 08:26:00
4400,-0.414439,-0.554583,,0.510838,,2022-04-27 08:36:00
4401,-0.016584,-0.017663,,0.440549,,2022-04-27 09:20:00
4402,0.011427,0.385815,0.006396,0.189471,0.798975,2022-04-27 09:30:00
4403,0.016299,0.013632,0.009958,0.353226,0.458799,2022-04-27 09:49:00
4404,-0.057901,0.000549,0.000549,0.044108,0.044108,2022-04-27 10:08:00
4405,0.055414,0.054404,0.010713,0.764519,0.23322,2022-04-27 10:15:00
4406,-0.075116,-0.103305,,0.430454,,2022-04-27 10:19:00
4407,0.047986,0.041472,,0.151986,,2022-04-27 10:22:00
4408,-0.1089875,0.017874,,0.0976515,,2022-04-27 10:23:00
4409,0.005514,0.059644,0.010164,0.046834,0.093507,2022-04-27 10:27:00
4410,-0.183426,-0.01223,,0.058273,,2022-04-27 10:34:00
4411,-0.069868,-0.057352,0.01087,0.204647,0.137278,2022-04-27 10:42:00
4412,-0.11027,-0.199257,,0.065667,,2022-04-27 10:46:00
4413,0.086664,,0.082137,,0.36307,2022-04-27 10:50:00
4414,-0.038934,0.001253,0.001253,0.407844,0.407844,2022-04-27 10:51:00
4415,-0.01078,-0.004755,,0.864928,,2022-04-27 11:01:00
4416,-0.159811,-0.024795,,0.77098,,2022-04-27 11:26:00
4417,-0.012996,-0.02564,0.027112,0.28346,0.144059,2022-04-27 11:29:00
4418,0.007198,0.094311,,0.398781,,2022-04-27 11:51:00
4419,0.081178,0.23924299999999998,,0.069862,,2022-04-27 12:00:00
4420,0.11525,,0.155414,,0.812724,2022-04-27 12:10:00
4421,-0.063143,-0.045689,-0.095102,0.678194,0.078922,2022-04-27 12:22:00
4422,-0.113667,-0.11491,0.041438,0.5814396666666667,0.121959,2022-04-27 12:31:00
4423,-0.191982,-0.082121,,0.019987,,2022-04-27 12:32:00
4424,0.04931,,0.027337,,0.023324,2022-04-27 12:38:00
4425,-0.046236,-0.0608085,0.022686,0.2615505,0.432906,2022-04-27 12:57:00
4426,-0.005906749999999999,-0.10991000000000001,0.043507000000000004,0.1304835,0.1237995,2022-04-27 13:00:00
4427,0.06773850000000001,0.0827685,0.037918,0.3431975,0.093397,2022-04-27 13:01:00
4428,-0.176767,-0.463819,-0.463819,0.122612,0.122612,2022-04-27 13:04:00
4429,-0.008541,0.157975,,0.308504,,2022-04-27 13:07:00
4430,-0.383542,-0.180344,,0.660277,,2022-04-27 13:10:00
4431,0.057761,-0.026343,,0.1932335,,2022-04-27 13:28:00
4432,-0.11805399999999999,0.006345,-0.320529,0.441826,0.105766,2022-04-27 13:31:00
4433,0.023935,0.016132,0.016132,0.085294,0.085294,2022-04-27 13:34:00
4434,0.1365135,0.166431,0.0698945,0.272484,0.07525799999999999,2022-04-27 14:02:00
4435,0.058802,,0.040712,,0.159622,2022-04-27 14:09:00
4436,0.200432,,0.106292,,0.066075,2022-04-27 14:24:00
4437,-0.035246,0.056738,,0.326788,,2022-04-27 14:26:00
4438,-0.528534,-0.216322,,0.317839,,2022-04-27 14:33:00
4439,-0.112018,-0.213906,,0.122124,,2022-04-27 14:42:00
4440,-0.019106,0.001039,0.008125,0.588636,0.122414,2022-04-27 14:47:00
4441,0.053645,0.09627,0.034321500000000005,0.665835,0.077856,2022-04-27 15:00:00
4442,0.212853,,0.126372,,0.066654,2022-04-27 15:02:00
4443,-0.426072,-0.44459,,0.727514,,2022-04-27 15:07:00
4444,0.1172,0.002798,0.255023,0.122269,0.241684,2022-04-27 15:17:00
4445,-0.141428,,-0.021402,,0.201691,2022-04-27 15:30:00
4446,-0.195268,,-0.014503,,0.176116,2022-04-27 15:36:00
4447,0.237911,0.009835,0.523345,0.164806,0.24501,2022-04-27 16:00:00
4448,-0.163011,-0.164407,,0.995136,,2022-04-27 16:01:00
4449,-0.1134368,-0.16247733333333333,0.0244255,0.995136,0.995017,2022-04-27 16:02:00
4450,0.014591,0.014591,,0.326715,,2022-04-27 16:15:00
4451,-0.058309,-0.034932,,0.517241,,2022-04-27 16:29:00
4452,-0.020086,-0.020086,,0.922968,,2022-04-27 16:30:00
4453,-0.140065,-0.157417,,0.918737,,2022-04-27 16:33:00
4454,-0.290126,-0.310955,,0.102624,,2022-04-27 16:47:00
4455,0.032718,0.111037,,0.2948,,2022-04-27 16:51:00
4456,-0.0695695,0.005531,-0.0769195,0.194242,0.5963054999999999,2022-04-27 17:00:00
4457,-0.056304,-0.061248,,0.900985,,2022-04-27 17:04:00
4458,0.067848,0.018275,,0.341857,,2022-04-27 17:25:00
4459,0.082849,,0.070782,,0.590712,2022-04-27 17:31:00
4460,0.073049,0.130824,0.130824,0.204417,0.302429,2022-04-27 17:36:00
4461,-0.491794,-0.491794,,0.766008,,2022-04-27 17:39:00
4462,-0.330771,-0.348281,,0.74792,,2022-04-27 17:40:00
4463,-0.119197,0.097182,0.080832,0.127388,0.25155,2022-04-27 18:00:00
4464,0.0127205,,-0.0035505,,0.334591125,2022-04-27 18:01:00
4465,-0.022461666666666668,-0.044585,0.0005335000000000001,0.499404,0.2673325,2022-04-27 18:02:00
4466,0.117562,0.117562,,0.467602,,2022-04-27 18:13:00
4467,-0.04277,0.83393,,0.019772,,2022-04-27 18:17:00
4468,-0.004095,0.002885,,0.589304,,2022-04-27 18:26:00
4469,0.046715,,0.025594,,0.122989,2022-04-27 18:52:00
4470,-0.146047,-0.002153,-0.126806,0.132441,0.495252,2022-04-27 19:02:00
4471,-0.020149,-0.009442,,0.33514,,2022-04-27 19:18:00
4472,-0.237012,-0.055725,,0.146916,,2022-04-27 19:33:00
4473,0.027697,,0.031585,,0.154752,2022-04-27 19:42:00
4474,0.078205,0.085107,0.076222,0.058918,0.342566,2022-04-27 19:49:00
4475,-0.056531,-0.158728,,0.1932,,2022-04-27 19:54:00
4476,-0.10624,-0.055254,-0.114061,0.209864,0.079497,2022-04-27 20:00:00
4477,0.027928,-0.318167,,0.204348,,2022-04-27 20:08:00
4478,0.035293,,0.039573,,0.136732,2022-04-27 20:44:00
4479,-0.29908,,-0.551263,,0.308117,2022-04-27 21:05:00
4480,0.02211,0.018855,,0.362153,,2022-04-27 21:07:00
4481,-0.184026,-0.179814,,0.329112,,2022-04-27 21:32:00
4482,0.185404,0.133794,0.331768,0.339046,0.339046,2022-04-27 21:34:00
4483,-0.28393,-0.080723,-0.193676,0.131751,0.493011,2022-04-27 22:39:00
4484,-0.148487,,0.001582,,0.175284,2022-04-27 22:53:00
4485,-0.03824,-0.069565,,0.733227,,2022-04-27 22:58:00
4486,-0.25622,-0.324612,,0.060941,,2022-04-27 23:08:00
4487,-0.08302,-0.085349,-0.005478,0.716023,0.130926,2022-04-27 23:15:00
4488,-0.111943,-0.129151,-0.008072,0.745015,0.243783,2022-04-28 01:19:00
4489,-0.029143,-0.023382,0.000643,0.705012,0.05566,2022-04-28 01:50:00
4490,0.134842,,0.03384,,0.063594,2022-04-28 02:00:00
4491,-0.029395,-0.012109,,0.415927,,2022-04-28 02:05:00
4492,-0.135463,0.027966,0.027966,0.357122,0.357122,2022-04-28 02:26:00
4493,0.043903,0.077174,0.234387,0.072266,0.01809,2022-04-28 03:00:00
4494,-0.011328,0.004257,,0.086121,,2022-04-28 03:16:00
4495,0.011688,0.135283,,0.212394,,2022-04-28 04:00:00
4496,-0.051908,-0.11563649999999999,,0.43320800000000004,,2022-04-28 04:18:00
4497,-0.109667,,-0.007002,,0.086214,2022-04-28 04:25:00
4498,-0.140848,-0.097836,,0.60999,,2022-04-28 04:29:00
4499,0.008798,0.00198,0.002573,0.45283,0.311829,2022-04-28 05:51:00
4500,0.098057,0.098057,,0.764287,,2022-04-28 06:15:00
4501,0.041397,0.041397,,0.740604,,2022-04-28 06:45:00
4502,-0.119267,-0.108119,,0.966384,,2022-04-28 07:06:00
4503,0.00186,0.001623,0.11992,0.183337,0.271979,2022-04-28 07:29:00
4504,-0.123383,-0.096301,,0.792686,,2022-04-28 07:47:00
4505,-0.003337,0.033943,-0.048959,0.103733,0.205719,2022-04-28 08:00:00
4506,0.097473,0.111046,,0.880013,,2022-04-28 08:12:00
4507,-0.036408,-0.148535,0.01595,0.203557,0.102624,2022-04-28 08:34:00
4508,0.004285,,0.056531,,0.837089,2022-04-28 08:42:00
4509,0.105317,,-0.299955,,0.13905,2022-04-28 08:44:00
4510,0.025442,,0.011364,,0.224695,2022-04-28 09:00:00
4511,-0.050356,0.007631,0.007631,0.275091,0.275091,2022-04-28 09:06:00
4512,0.036015,0.050466,0.060851,0.606706,0.097062,2022-04-28 09:37:00
4513,-0.106573,-0.106573,,0.780647,,2022-04-28 09:41:00
4514,-0.07764599999999999,0.009259,-0.035346,0.196132,0.475584,2022-04-28 09:45:00
4515,-0.041567,-0.041567,,0.939207,,2022-04-28 09:50:00
4516,-0.070355,-0.049992,,0.276491,,2022-04-28 09:59:00
4517,0.032519,0.047218,0.071202,0.942302,0.047296,2022-04-28 10:00:00
4518,-0.2325395,-0.86342,0.061764,0.041351,0.040058,2022-04-28 10:05:00
4519,0.039024,0.026576,,0.938197,,2022-04-28 10:30:00
4520,-0.292684,,-0.848731,,0.051535,2022-04-28 11:02:00
4521,-0.11312,-0.176654,-0.247411,0.466083,0.070809,2022-04-28 11:07:00
4522,0.117662,0.006742,,0.060085,,2022-04-28 11:15:00
4523,0.023319,,0.025491,,0.107978,2022-04-28 11:23:00
4524,-0.12073199999999999,-0.206947,-0.016158,0.650183,0.678514,2022-04-28 11:40:00
4525,0.0719,0.467514,,0.122238,,2022-04-28 11:45:00
4526,-0.055253,-0.02071,,0.889075,,2022-04-28 11:47:00
4527,0.063674,,0.074409,,0.526179,2022-04-28 11:58:00
4528,-0.109933,0.005537,,0.089562,,2022-04-28 12:00:00
4529,-0.112524,0.0012,0.002507,0.110819,0.074012,2022-04-28 12:05:00
4530,-0.043381,-0.043381,,0.992339,,2022-04-28 12:09:00
4531,-0.073675,-0.072561,,0.338119,,2022-04-28 12:15:00
4532,0.259778,-0.114327,,0.190906,,2022-04-28 12:25:00
4533,0.006741,0.004621,,0.242406,,2022-04-28 12:30:00
4534,0.023637,0.087636,,0.727919,,2022-04-28 12:45:00
4535,0.171577,0.417716,0.417716,0.037729,0.037729,2022-04-28 12:51:00
4536,0.028581,0.067571,,0.195656,,2022-04-28 12:54:00
4537,0.057171,,0.021158,,0.083454,2022-04-28 12:58:00
4538,0.296438,,0.126749,,0.294729,2022-04-28 13:00:00
4539,0.090525,,0.009841,,0.173208,2022-04-28 13:01:00
4540,-0.105556,-0.905578,,0.084127,,2022-04-28 13:04:00
4541,-0.012305,0.000338,0.000338,0.123209,0.123209,2022-04-28 13:12:00
4542,0.010741,0.010741,,0.90491,,2022-04-28 13:16:00
4543,0.048366,0.961092,,0.082848,,2022-04-28 13:31:00
4544,0.043222,0.043222,,0.642003,,2022-04-28 13:40:00
4545,0.080717,0.077202,0.044628,0.147028,0.055407,2022-04-28 13:43:00
4546,-0.063535,-0.063535,,0.895628,,2022-04-28 13:54:00
4547,0.1304235,-0.105248,-0.0154725,0.192387,0.155338,2022-04-28 13:57:00
4548,0.016722,0.016266,0.009261,0.235708,0.119176,2022-04-28 14:01:00
4549,0.187528,0.187528,,0.315224,,2022-04-28 14:12:00
4550,0.022478,,0.083464,,0.321533,2022-04-28 14:13:00
4551,-0.06613,-0.012088,,0.466609,,2022-04-28 14:21:00
4552,-0.196704,-0.105203,,0.657184,,2022-04-28 14:25:00
4553,-0.020703,,0.017711,,0.443884,2022-04-28 14:35:00
4554,-0.051689,0.037347,,0.094334,,2022-04-28 14:40:00
4555,-0.019537,0.042327,0.016446,0.084871,0.210092,2022-04-28 14:45:00
4556,-0.236519,-0.069617,,0.024511,,2022-04-28 14:50:00
4557,-0.023053,,-0.026025,,0.280374,2022-04-28 14:59:00
4558,-0.050384,,-0.179566,,0.470798,2022-04-28 15:21:00
4559,0.078808,0.03474,0.03474,0.09989,0.09989,2022-04-28 15:49:00
4560,-0.02405875,-0.005322250000000001,,0.93617675,,2022-04-28 16:02:00
4561,-0.040051,,0.027136,,0.995118,2022-04-28 16:03:00
4562,0.010531,0.021049,,0.482529,,2022-04-28 16:09:00
4563,0.000439,0.085467,,0.586322,,2022-04-28 16:15:00
4564,0.031877,0.012892,,0.112929,,2022-04-28 16:40:00
4565,0.048364,0.052253,,0.452094,,2022-04-28 16:57:00
4566,-0.057813500000000004,,-0.0660605,,0.566882,2022-04-28 17:00:00
4567,0.0399,0.092256,,0.488263,,2022-04-28 17:41:00
4568,-0.102639,-0.102639,,0.891347,,2022-04-28 17:43:00
4569,-0.039849,-0.063323,,0.351807,,2022-04-28 17:45:00
4570,0.018221,,0.0056922,,0.3204454,2022-04-28 18:10:00
4571,0.00439,0.00439,,0.49219,,2022-04-28 18:17:00
4572,-0.00635525,,-0.0021015,,0.266424,2022-04-28 18:20:00
4573,-0.010078,,0.003023,,0.262947,2022-04-28 18:21:00
4574,0.048462,,0.022519,,0.086964,2022-04-28 18:59:00
4575,0.009344,0.011451,,0.703633,,2022-04-28 19:30:00
4576,-0.033668,-0.013106,-0.033874,0.777082,0.138225,2022-04-28 19:32:00
4577,-0.022637,-0.017598,0.004051,0.400371,0.104409,2022-04-28 19:40:00
4578,0.011452,0.007332,,0.35725,,2022-04-28 19:44:00
4579,-0.005908,0.015483,0.015483,0.32751,0.11206,2022-04-28 19:58:00
4580,0.178798,0.109657,0.109657,0.208644,0.105233,2022-04-28 20:00:00
4581,0.012806,0.055805,,0.194502,,2022-04-28 20:14:00
4582,0.007471,0.024486,0.003134,0.235594,0.047797,2022-04-28 20:24:00
4583,0.294939,,0.337143,,0.078163,2022-04-28 20:26:00
4584,0.017464,,0.027179,,0.212487,2022-04-28 20:34:00
4585,-0.017158,0.034251,,0.345433,,2022-04-28 21:00:00
4586,0.005219,0.011448,,0.058601,,2022-04-28 21:01:00
4587,-0.048145,-0.048145,,0.968029,,2022-04-28 21:12:00
4588,0.020917,0.079591,0.000753,0.116801,0.231112,2022-04-28 21:15:00
4589,-0.033127,,-0.040061,,0.589839,2022-04-28 21:18:00
4590,0.222487,-0.066217,-0.066217,0.122456,0.122456,2022-04-28 21:19:00
4591,0.012784,0.00829,,0.725269,,2022-04-28 21:25:00
4592,-0.064705,,0.014739,,0.062695,2022-04-28 21:35:00
4593,0.220439,0.049087,,0.06232,,2022-04-28 21:44:00
4594,-0.03544150000000001,-0.066992,0.003497,0.109575,0.04174,2022-04-28 22:00:00
4595,0.03656,,0.006388,,0.497733,2022-04-28 22:02:00
4596,0.032006,0.069425,,0.393565,,2022-04-28 22:34:00
4597,-0.039268,,-0.010443,,0.396157,2022-04-28 23:04:00
4598,-0.049783,-0.036071,0.013793,0.304831,0.062466,2022-04-28 23:58:00
4599,0.017341,,0.018446,,0.131715,2022-04-29 00:09:00
4600,0.013535,0.025267,,0.779421,,2022-04-29 00:42:00
4601,-0.129321,-0.144596,0.000643,0.49167,0.058586,2022-04-29 01:07:00
4602,-0.090629,-0.069249,-0.308823,0.490722,0.149563,2022-04-29 01:25:00
4603,-0.127315,-0.022439,-0.022439,0.047797,0.047797,2022-04-29 01:38:00
4604,-0.050767,0.0007,,0.145188,,2022-04-29 01:56:00
4605,0.021022,0.040042,,0.905089,,2022-04-29 02:03:00
4606,-0.07872,-0.061669,0.012123,0.953858,0.342329,2022-04-29 02:19:00
4607,0.031599,,0.021536,,0.140403,2022-04-29 03:09:00
4608,0.282617,0.438386,,0.013814,,2022-04-29 05:01:00
4609,-0.016509,-0.078219,0.035815,0.452897,0.236626,2022-04-29 05:14:00
4610,-0.110067,-0.127545,,0.931636,,2022-04-29 05:37:00
4611,0.097211,0.097211,,0.79415,,2022-04-29 05:56:00
4612,-0.035864,0.002985,,0.434266,,2022-04-29 05:59:00
4613,0.015115,0.015115,,0.672318,,2022-04-29 07:06:00
4614,-0.014289,0.00052,0.00052,0.981985,0.951286,2022-04-29 07:36:00
4615,-0.461054,-0.461054,,0.580018,,2022-04-29 08:30:00
4616,0.127166,0.252377,,0.85553,,2022-04-29 08:32:00
4617,-0.020955,0.080873,,0.117544,,2022-04-29 08:35:00
4618,-0.086475,-0.603167,-0.603167,0.316439,0.316439,2022-04-29 08:56:00
4619,0.029809,-0.031957,,0.752119,,2022-04-29 09:10:00
4620,-0.030118,-0.020672,,0.504059,,2022-04-29 09:29:00
4621,0.031013,0.017266,,0.112797,,2022-04-29 09:37:00
4622,0.048243,0.02022,,0.114191,,2022-04-29 10:06:00
4623,0.029197,-0.17042,-0.17042,0.123621,0.123621,2022-04-29 10:07:00
4624,-0.018824,-0.018824,,0.559416,,2022-04-29 10:14:00
4625,-0.00839,0.004676,-0.091006,0.7387319999999999,0.249616,2022-04-29 10:15:00
4626,-0.106264,0.023441,0.023441,0.077243,0.077243,2022-04-29 10:30:00
4627,0.016597,,-0.009725,,0.031099,2022-04-29 10:31:00
4628,-0.201302,-0.201302,,0.772662,,2022-04-29 11:14:00
4629,-0.071437,-0.091002,,0.249702,,2022-04-29 11:17:00
4630,-0.196448,-0.066038,,0.08262,,2022-04-29 11:28:00
4631,-0.153154,-0.169607,,0.541593,,2022-04-29 11:29:00
4632,-0.066554,-0.03116,0.001057,0.659863,0.063358,2022-04-29 11:41:00
4633,-0.032702,-0.018692,,0.070207,,2022-04-29 11:52:00
4634,-0.081056,0.006784,,0.665788,,2022-04-29 11:54:00
4635,0.054453,,0.005782,,0.032502,2022-04-29 12:00:00
4636,-0.446687,-0.021206,,0.045962,,2022-04-29 12:01:00
4637,-0.116499,,-0.37776,,0.217314,2022-04-29 12:04:00
4638,0.014449,-0.057606,0.031237,0.12645,0.943843,2022-04-29 12:11:00
4639,-0.113123,-0.77868,,0.032754,,2022-04-29 12:24:00
4640,-0.046587,-0.073595,,0.056275,,2022-04-29 12:39:00
4641,-0.071388,0.142361,-0.024271,0.158728,0.053224,2022-04-29 12:44:00
4642,0.0305255,0.0177245,0.081138,0.1619495,0.039864,2022-04-29 12:45:00
4643,-0.197255,-0.197255,,0.772662,,2022-04-29 12:52:00
4644,0.065411,,0.055552,,0.395636,2022-04-29 13:00:00
4645,-0.048965,-0.401061,,0.177497,,2022-04-29 13:05:00
4646,-0.083035,-0.111579,-0.031,0.092177,0.092177,2022-04-29 13:15:00
4647,-0.054703,0.017917,,0.18756,,2022-04-29 13:23:00
4648,-0.007798,-0.003468,,0.237262,,2022-04-29 13:24:00
4649,-0.209797,-0.140477,,0.931728,,2022-04-29 14:14:00
4650,0.034352,,0.00628,,0.470433,2022-04-29 14:19:00
4651,-0.057098,-0.146968,,0.040457,,2022-04-29 14:36:00
4652,-0.083936,-0.124011,0.083141,0.162309,0.08158,2022-04-29 14:41:00
4653,0.192334,0.04384,0.04384,0.131787,0.131787,2022-04-29 14:57:00
4654,-0.035469,0.03367,,0.316439,,2022-04-29 15:15:00
4655,0.232961,,0.070437,,0.150498,2022-04-29 15:17:00
4656,-0.106704,0.067626,,0.044255,,2022-04-29 15:29:00
4657,0.108889,0.163989,0.07468,0.088341,0.681973,2022-04-29 15:35:00
4658,0.186537,0.245547,,0.678981,,2022-04-29 15:56:00
4659,-0.015835,0.009506,,0.961182,,2022-04-29 16:00:00
4660,-0.056828333333333335,-0.060999,,0.862032,,2022-04-29 16:01:00
4661,0.265248,,0.070437,,0.156664,2022-04-29 16:02:00
4662,0.038606,,0.009551,,0.064536,2022-04-29 16:22:00
4663,-0.046798,-0.058988,,0.776154,,2022-04-29 16:35:00
4664,0.073921,-0.067328,0.197468,0.04486,0.089579,2022-04-29 16:55:00
4665,0.191284,-0.005111,0.199299,0.018816,0.149656,2022-04-29 17:00:00
4666,-0.145543,,-0.133002,,0.998354,2022-04-29 17:01:00
4667,0.022279,0.004908,,0.221616,,2022-04-29 17:20:00
4668,0.035183,,0.031558,,0.113036,2022-04-29 17:21:00
4669,0.094197,0.020402,0.004669,0.298458,0.121835,2022-04-29 17:24:00
4670,-0.12548,-0.12548,,0.872202,,2022-04-29 17:53:00
4671,-0.02217,-0.150983,,0.244415,,2022-04-29 18:00:00
4672,0.033809000000000006,,0.01569,,0.466044,2022-04-29 18:06:00
4673,-0.02731833333333333,,-0.036144,,0.42261966666666667,2022-04-29 18:07:00
4674,-0.03921566666666667,-0.11922,-0.0212855,0.545618,0.2430725,2022-04-29 18:08:00
4675,0.053235,,0.088285,,0.442596,2022-04-29 18:18:00
4676,-0.073126,-0.073126,,0.718732,,2022-04-29 18:36:00
4677,0.021023,0.051272,0.051272,0.061997,0.061997,2022-04-29 18:43:00
4678,-0.124803,0.018746,,0.338582,,2022-04-29 18:54:00
4679,-0.11917,-0.061385,-0.225222,0.268383,0.081952,2022-04-29 19:00:00
4680,0.046983,,0.013555,,0.217443,2022-04-29 19:12:00
4681,0.109384,,0.023898,,0.038742,2022-04-29 19:17:00
4682,-0.009002,0.001574,,0.312317,,2022-04-29 19:22:00
4683,-0.050184,,-0.037554,,0.186642,2022-04-29 20:00:00
4684,-0.075932,-0.100723,,0.561249,,2022-04-29 20:07:00
4685,-0.112208,,-0.265547,,0.134065,2022-04-29 20:19:00
4686,0.07942,,0.025212,,0.300788,2022-04-29 20:31:00
4687,-0.024501,,-0.003941,,0.888099,2022-04-29 20:39:00
4688,-0.020534,0.035473,0.051379,0.275143,0.18552,2022-04-29 20:53:00
4689,0.066078,-0.014853,,0.060358,,2022-04-29 21:00:00
4690,-0.506854,0.201128,-0.311019,0.277014,0.363521,2022-04-29 21:04:00
4691,0.066729,0.482181,,0.104614,,2022-04-29 21:05:00
4692,-0.089837,,-0.000309,,0.285637,2022-04-29 21:08:00
4693,-0.079188,0.002723,,0.408506,,2022-04-29 21:13:00
4694,0.018725,0.019432,,0.1241,,2022-04-29 21:26:00
4695,-0.389655,-0.510613,,0.310647,,2022-04-29 21:28:00
4696,-0.00729,,-0.070945,,0.256881,2022-04-29 21:42:00
4697,-0.007976,-0.069398,-0.064599,0.267047,0.201972,2022-04-29 22:00:00
4698,-0.046016,0.00169,,0.022435,,2022-04-29 22:12:00
4699,0.266513,0.01148,,0.054644,,2022-04-29 22:13:00
4700,0.002413,,0.002413,,0.496534,2022-04-29 23:24:00
4701,-0.08335,-0.021314,,0.113302,,2022-04-30 02:11:00
4702,-0.002599,0.002647,,0.455119,,2022-04-30 05:25:00
4703,0.049514,-0.009014,,0.190067,,2022-04-30 07:30:00
4704,0.300089,,0.532422,,0.048949,2022-04-30 08:12:00
4705,-0.015687,0.07403,,0.065052,,2022-04-30 08:38:00
4706,-0.162497,-0.101803,,0.865608,,2022-04-30 09:02:00
4707,0.156976,0.0,0.246717,0.042488,0.210055,2022-04-30 09:13:00
4708,-0.035198,-0.020722,-0.014181,0.402434,0.402434,2022-04-30 09:15:00
4709,-0.001598,0.018603,0.053148,0.106968,0.142291,2022-04-30 09:21:00
4710,-0.252188,-0.298994,-0.038759,0.16709,0.125723,2022-04-30 09:47:00
4711,-0.07378,0.103527,-0.086367,0.103957,0.206157,2022-04-30 10:00:00
4712,0.04464,,-0.034359,,0.126951,2022-04-30 10:01:00
4713,0.041006,0.041006,,0.942401,,2022-04-30 10:26:00
4714,0.027306,,0.005767,,0.790128,2022-04-30 11:44:00
4715,-0.083335,-0.023568,,0.750398,,2022-04-30 11:45:00
4716,-0.069098,,-0.019454,,0.347127,2022-04-30 12:07:00
4717,0.048794,0.035729,,0.120885,,2022-04-30 12:33:00
4718,-0.0082635,-0.094657,0.075145,0.321832,0.873276,2022-04-30 13:00:00
4719,-0.090379,,-0.349055,,0.3562,2022-04-30 13:05:00
4720,-0.098547,-0.079066,0.061428,0.055084,0.109906,2022-04-30 13:15:00
4721,-0.312712,-0.361123,,0.806919,,2022-04-30 13:20:00
4722,-0.042238,-0.042238,,0.988762,,2022-04-30 13:21:00
4723,-0.069072,-0.088235,,0.793299,,2022-04-30 13:32:00
4724,-0.049769,-0.307107,,0.056182,,2022-04-30 13:43:00
4725,-0.174328,-0.042059,-0.507936,0.335458,0.069114,2022-04-30 13:45:00
4726,-0.059807,0.009269,0.013149,0.08035,0.773909,2022-04-30 13:50:00
4727,0.007942,0.03184,,0.926792,,2022-04-30 14:30:00
4728,0.027654,0.066206,,0.045892,,2022-04-30 14:36:00
4729,-0.096524,,0.024525,,0.235025,2022-04-30 14:47:00
4730,0.043517,0.0543,0.141172,0.124874,0.062629,2022-04-30 15:09:00
4731,-0.010854,,-0.000652,,0.698812,2022-04-30 15:39:00
4732,-0.012423,-0.012423,,0.279143,,2022-04-30 15:53:00
4733,-0.036806,-0.010163,,0.804989,,2022-04-30 15:56:00
4734,0.076567,,0.014345,,0.102493,2022-04-30 16:25:00
4735,-0.073992,-0.393343,,0.212674,,2022-04-30 16:38:00
4736,-0.017953000000000004,0.004142,-0.013061000000000003,0.28655600000000003,0.5996950000000001,2022-04-30 17:00:00
4737,-0.169403,-0.23752,,0.259635,,2022-04-30 17:23:00
4738,-0.045132,0.005465,-0.036605,0.30176,0.123241,2022-04-30 17:27:00
4739,-0.093797,-0.260299,,0.252637,,2022-04-30 17:52:00
4740,-0.481839,-0.498248,,0.860742,,2022-04-30 20:16:00
4741,-0.132393,,-0.010115,,0.11248,2022-04-30 20:23:00
4742,-0.286951,-0.342913,0.000643,0.434701,0.070704,2022-04-30 20:30:00
4743,-0.130731,,0.005697,,0.698534,2022-04-30 20:35:00
4744,-0.162442,-0.617593,,0.049343,,2022-04-30 21:25:00
4745,-0.135843,-0.161914,,0.783429,,2022-04-30 21:46:00
4746,-0.16884,-0.420938,,0.045276,,2022-05-01 00:04:00
4747,-0.342734,-0.300613,,0.717889,,2022-05-01 00:58:00
4748,0.011228000000000002,-0.389062,,0.048007999999999995,,2022-05-01 03:42:00
4749,-0.019945,,-0.00087,,0.177085,2022-05-01 05:12:00
4750,-0.097838,,-0.029532,,0.052101,2022-05-01 05:14:00
4751,-0.097784,,-0.148867,,0.503668,2022-05-01 07:10:00
4752,0.027707,0.016864,,0.369868,,2022-05-01 07:34:00
4753,-0.014173,,0.015772,,0.076455,2022-05-01 09:02:00
