,overall_sentiment_score,BTC_sentiment,ETH_sentiment,BTC_relevance,ETH_relevance,timestamp
19681,0.187852,0.238467,,0.179788,,2022-11-03 09:03:00
19682,0.158434,,0.197653,,0.209365,2022-11-03 09:14:00
19683,0.229881,,-0.015237,,0.10607,2022-11-03 09:30:00
19684,0.20027,0.155983,,0.249106,,2022-11-03 09:39:00
19685,-0.2751,-0.420745,,0.682689,,2022-11-03 09:47:00
19686,-0.080659,-0.271729,,0.783955,,2022-11-03 10:00:00
19687,0.199125,-0.096754,-0.096754,0.06697,0.06697,2022-11-03 10:15:00
19688,0.208533,0.110885,0.183856,0.115787,0.229149,2022-11-03 10:27:00
19689,0.043753,0.071976,,0.297061,,2022-11-03 10:30:00
19690,0.139123,0.250556,,0.983317,,2022-11-03 10:35:00
19691,0.250382,,0.341697,,0.575407,2022-11-03 11:11:00
19692,0.038625,-0.099666,-0.099666,0.120431,0.120431,2022-11-03 11:15:00
19693,0.247175,0.0,0.0,0.29234,0.29234,2022-11-03 11:28:00
19694,0.033801,-0.082905,,0.487546,,2022-11-03 11:40:00
19695,0.267674,0.070725,0.070725,0.308891,0.308891,2022-11-03 11:50:00
19696,-0.038231,0.065762,0.065762,0.345674,0.345674,2022-11-03 11:59:00
19697,0.168636,0.08747833333333334,0.207152,0.12553333333333333,0.38681733333333335,2022-11-03 12:00:00
19698,0.08034,-0.113907,-0.113907,0.12165,0.12165,2022-11-03 12:12:00
19699,0.141489,0.030025,,0.065685,,2022-11-03 12:32:00
19700,0.039557,0.253803,,0.457566,,2022-11-03 12:50:00
19701,0.224684,0.352062,,0.524949,,2022-11-03 12:56:00
19702,0.225418,,-0.010892,,0.101582,2022-11-03 12:58:00
19703,0.098975,-0.016669999999999997,-0.016669999999999997,0.427719,0.427719,2022-11-03 13:00:00
19704,-0.210885,-0.28622949999999997,,0.5606045,,2022-11-03 13:03:00
19705,0.313335,0.21249,,0.064797,,2022-11-03 13:05:00
19706,0.283977,-0.145658,,0.082677,,2022-11-03 13:38:00
19707,-0.014556,-0.1219,,0.072655,,2022-11-03 13:41:00
19708,0.29487,,0.196212,,0.114137,2022-11-03 14:00:00
19709,-0.123319,-0.22805,-0.22805,0.666827,0.666827,2022-11-03 14:02:00
19710,0.38823,0.221592,0.221592,0.197413,0.197413,2022-11-03 14:05:00
19711,0.259736,0.14096,,0.056876,,2022-11-03 14:11:00
19712,0.116881,,0.107794,,0.232439,2022-11-03 14:38:00
19713,-0.031124,,0.040574,,0.426225,2022-11-03 15:30:00
19714,0.18087,,0.108641,,0.154951,2022-11-03 15:39:00
19715,0.14631,0.094646,-0.001596,0.159305,0.190167,2022-11-03 15:59:00
19716,0.366379,,0.107474,,0.051551,2022-11-03 16:00:00
19717,0.185329,,0.102261,,0.132004,2022-11-03 16:06:00
19718,0.393719,0.49013,0.29381,0.595343,0.382925,2022-11-03 16:30:00
19719,0.044346,,0.203289,,0.998087,2022-11-03 16:34:00
19720,0.0498185,0.116095,,0.970639,,2022-11-03 16:37:00
19721,0.317775,0.316791,0.12998,0.320279,0.21686,2022-11-03 16:55:00
19722,-0.020859,-0.0365,,0.850133,,2022-11-03 16:58:00
19723,0.038567,-0.151413,-0.101849,0.239698,0.081001,2022-11-03 17:20:00
19724,0.196271,-0.03883,,0.231884,,2022-11-03 17:33:00
19725,-0.028898,-0.019416,,0.490323,,2022-11-03 17:47:00
19726,0.272617,,0.266367,,0.297061,2022-11-03 17:57:00
19727,0.109722,,0.07204,,0.086245,2022-11-03 18:03:00
19728,0.009516,,-0.052805,,0.219477,2022-11-03 18:12:00
19729,0.066289,0.115378,0.04144,0.866386,0.682689,2022-11-03 18:16:00
19730,0.091006,,0.19865,,0.48268,2022-11-03 18:17:00
19731,0.172655,-0.132871,,0.101869,,2022-11-03 18:24:00
19732,-0.046614,-0.195212,,0.3986,,2022-11-03 19:00:00
19733,-0.079775,0.023828,0.023828,0.084722,0.084722,2022-11-03 19:15:00
19734,0.065283,-0.031666,,0.203386,,2022-11-03 19:17:00
19735,0.102483,0.063638,,0.16171,,2022-11-03 19:22:00
19736,-0.004816,0.176244,,0.318897,,2022-11-03 19:24:00
19737,0.120458,0.010086,-0.024123,0.209884,0.060617,2022-11-03 19:26:00
19738,0.137239,,-0.090229,,0.139669,2022-11-03 19:45:00
19739,0.264293,-0.091684,,0.140896,,2022-11-03 20:03:00
19740,0.209681,0.160568,0.160568,0.130926,0.130926,2022-11-03 20:04:00
19741,-0.014388,0.058137,,0.119235,,2022-11-03 20:17:00
19742,-0.066613,,-0.066169,,0.201944,2022-11-03 20:27:00
19743,0.087927,0.0,,0.149656,,2022-11-03 20:35:00
19744,-0.160861,-0.460487,,0.692465,,2022-11-03 20:37:00
19745,0.04516,,0.030487,,0.097457,2022-11-03 20:40:00
19746,0.022024,0.059383,,0.733479,,2022-11-03 20:45:00
19747,0.159558,0.256398,,0.38588,,2022-11-03 20:47:00
19748,-0.128896,-0.176694,,0.377142,,2022-11-03 20:50:00
19749,0.101296,0.0,0.0,0.159569,0.159569,2022-11-03 20:58:00
19750,-0.063191,-0.166712,,0.138464,,2022-11-03 21:15:00
19751,0.0456885,-0.0006715000000000002,,0.049708999999999996,,2022-11-03 21:30:00
19752,-0.071032,,0.140868,,0.268589,2022-11-03 21:33:00
19753,-0.179561,-0.476268,,0.582526,,2022-11-03 21:42:00
19754,0.139912,0.05613,0.05613,0.068112,0.068112,2022-11-03 21:44:00
19755,0.067005,0.04039,0.0,0.24289,0.122894,2022-11-03 21:46:00
19756,0.287485,0.135141,,0.321673,,2022-11-03 22:09:00
19757,0.193928,0.129603,0.15208549999999998,0.093483,0.093483,2022-11-03 22:17:00
19758,0.034136,0.14366500000000004,-0.0567305,0.391853,0.38605449999999997,2022-11-04 00:40:00
19759,0.301509,0.555533,,0.658003,,2022-11-04 00:42:00
19760,-0.082841,-0.085338,,0.207571,,2022-11-04 01:08:00
19761,0.004818,-0.176576,-0.067004,0.463792,0.061631,2022-11-04 02:11:00
19762,0.275342,,0.105726,,0.039679,2022-11-04 04:00:00
19763,0.144453,0.164568,0.463302,0.374312,0.670742,2022-11-04 04:29:00
19764,0.118223,0.132277,0.09062,0.194554,0.194554,2022-11-04 04:35:00
19765,-0.037899,-0.098166,,0.977434,,2022-11-04 05:20:00
19766,0.164929,,0.176005,,0.18967,2022-11-04 05:29:00
19767,0.042237,0.169221,0.169221,0.345674,0.345674,2022-11-04 05:31:00
19768,-0.216135,,0.064612,,0.117486,2022-11-04 05:53:00
19769,0.229406,,0.077921,,0.195814,2022-11-04 06:01:00
19770,0.200274,0.314852,,0.540358,,2022-11-04 06:30:00
19771,-0.194631,,-0.174387,,0.325208,2022-11-04 07:40:00
19772,-0.054588,-0.169492,0.010214,0.553883,0.366061,2022-11-04 08:46:00
19773,-0.22016,-0.356388,,0.760593,,2022-11-04 09:41:00
19774,0.240704,0.084811,,0.051989,,2022-11-04 10:00:00
19775,0.131531,0.053759,,0.141061,,2022-11-04 10:30:00
19776,-0.030571,-0.051181,,0.769861,,2022-11-04 10:38:00
19777,0.287018,0.256167,0.223467,0.288893,0.242406,2022-11-04 10:45:00
19778,0.13026966666666664,0.21157,0.11387366666666666,0.128478,0.23823733333333333,2022-11-04 11:00:00
19779,0.095799,-0.143687,,0.546745,,2022-11-04 11:01:00
19780,0.111705,-0.202597,,0.123526,,2022-11-04 11:05:00
19781,0.108953,-0.139817,,0.231332,,2022-11-04 11:08:00
19782,-0.161759,0.0,0.0,0.123526,0.123526,2022-11-04 11:20:00
19783,-0.166189,-0.432732,,0.76676,,2022-11-04 11:22:00
19784,0.207817,0.465532,0.157711,0.927326,0.299478,2022-11-04 11:59:00
19785,0.1285744,0.1480675,0.266535,0.420005,0.29234,2022-11-04 12:00:00
19786,0.273267,,0.043014,,0.093289,2022-11-04 12:33:00
19787,0.229588,,0.278143,,0.30021,2022-11-04 12:35:00
19788,0.026167,0.020771,0.0,0.050218,0.016749,2022-11-04 12:46:00
19789,0.4101965,0.159941,,0.1044675,,2022-11-04 13:00:00
19790,0.119433,0.050351,,0.064623,,2022-11-04 13:01:00
19791,0.093026,,0.021158,,0.22398,2022-11-04 13:10:00
19792,0.420171,0.161017,,0.106541,,2022-11-04 13:19:00
19793,0.171666,0.0,0.0,0.062434,0.062434,2022-11-04 13:29:00
19794,0.432953,,0.559009,,0.504646,2022-11-04 13:37:00
19795,0.202886,0.167614,,0.214462,,2022-11-04 13:57:00
19796,0.329618,,0.206533,,0.155451,2022-11-04 14:00:00
19797,-0.021567,-0.002056,,0.081001,,2022-11-04 14:01:00
19798,-0.1009,-0.238126,0.086837,0.866386,0.119235,2022-11-04 14:04:00
19799,0.178979,0.242855,,0.327366,,2022-11-04 14:06:00
19800,0.207289,0.179674,,0.103109,,2022-11-04 14:10:00
19801,0.04003900000000002,0.2981125,,0.50108,,2022-11-04 14:13:00
19802,0.033822,0.320051,0.326416,0.617765,0.617765,2022-11-04 14:14:00
19803,0.432953,,0.559009,,0.504646,2022-11-04 14:29:00
19804,0.320282,0.199693,,0.044304,,2022-11-04 14:32:00
19805,0.084426,,0.154685,,0.608634,2022-11-04 14:49:00
19806,0.240456,0.296985,0.296985,0.436009,0.436009,2022-11-04 14:52:00
19807,0.05844,0.036315,,0.764552,,2022-11-04 14:55:00
19808,0.237632,0.034069,,0.04076,,2022-11-04 14:58:00
19809,-0.035795,0.012539,-0.089397,0.079656,0.079656,2022-11-04 15:08:00
19810,0.068043,,0.173885,,0.078611,2022-11-04 15:27:00
19811,0.156975,0.277804,0.354486,0.891977,0.950503,2022-11-04 15:37:00
19812,0.177255,0.137834,-0.090996,0.396798,0.059194,2022-11-04 15:45:00
19813,0.077267,,-0.087358,,0.202366,2022-11-04 15:52:00
19814,0.251151,,0.537521,,0.511256,2022-11-04 16:00:00
19815,0.238183,0.300955,,0.451494,,2022-11-04 16:03:00
19816,0.178256,0.236424,0.242705,0.305058,0.305058,2022-11-04 16:04:00
19817,-0.056336,-0.130834,,0.017084,,2022-11-04 16:06:00
19818,-0.014093,-0.030186,,0.999142,,2022-11-04 16:23:00
19819,-0.02955,-0.061113,-0.161326,0.594406,0.850133,2022-11-04 16:24:00
19820,0.04706249999999999,0.115915,0.203289,0.965371,0.998087,2022-11-04 16:27:00
19821,0.459462,0.714973,,0.382925,,2022-11-04 16:50:00
19822,0.086615,,-0.030402,,0.556298,2022-11-04 16:52:00
19823,0.033564,,0.192413,,0.261117,2022-11-04 16:56:00
19824,-0.105556,-0.226349,,0.218817,,2022-11-04 17:04:00
19825,-0.154009,,-0.291516,,0.999766,2022-11-04 17:10:00
19826,0.267283,0.133276,,0.109956,,2022-11-04 17:11:00
19827,0.125367,-0.067999,,0.054607,,2022-11-04 17:18:00
19828,0.212936,0.182853,0.117132,0.26042,0.132004,2022-11-04 17:20:00
19829,-0.059652,-0.107906,,0.988702,,2022-11-04 17:45:00
19830,-0.0611425,0.0497525,,0.072987,,2022-11-04 18:22:00
19831,0.0070385,0.111751,-0.102916,0.398148,0.546745,2022-11-04 18:28:00
19832,0.10148950000000001,,0.1994325,,0.4857805,2022-11-04 18:29:00
19833,0.002409,,0.197045,,0.113866,2022-11-04 18:30:00
19834,0.23559966666666665,0.428397,0.269433,0.5313356666666667,0.148731,2022-11-04 18:31:00
19835,0.216514,-0.001032,,0.085629,,2022-11-04 19:01:00
19836,0.239954,,0.048312,,0.06623,2022-11-04 19:27:00
19837,0.344765,,0.355592,,0.419153,2022-11-04 19:35:00
19838,0.066255,0.187543,,0.405651,,2022-11-04 19:50:00
19839,0.042063,0.122995,,0.091393,,2022-11-04 19:59:00
19840,0.215387,,0.058928,,0.051111,2022-11-04 20:01:00
19841,0.213827,0.138401,0.138401,0.246999,0.246999,2022-11-04 20:39:00
19842,0.244271,0.155884,0.155884,0.068896,0.068896,2022-11-04 20:55:00
19843,0.13443,0.195735,,0.623495,,2022-11-04 21:00:00
19844,-0.143431,,-0.128811,,0.3007,2022-11-04 21:04:00
19845,-0.031426,-0.097002,-0.075307,0.722198,0.606182,2022-11-04 21:09:00
19846,0.0,-0.00594,-0.007056,0.129516,0.172097,2022-11-04 21:18:00
19847,0.251672,,0.15373,,0.190043,2022-11-04 21:37:00
19848,-0.084761,-0.06732,,0.097457,,2022-11-04 21:56:00
19849,0.1776,,0.21049,,0.664235,2022-11-04 22:03:00
19850,-0.32981,,-0.115072,,0.063258,2022-11-04 22:17:00
19851,-0.061614,0.030981,,0.401331,,2022-11-05 00:31:00
19852,0.379071,0.221502,,0.074001,,2022-11-05 01:54:00
19853,0.259124,0.523632,,0.760593,,2022-11-05 01:59:00
19854,0.060518,0.029943,,0.439494,,2022-11-05 03:03:00
19855,0.170568,,0.039906,,0.055751,2022-11-05 04:03:00
19856,0.209014,,0.233184,,0.298023,2022-11-05 04:15:00
19857,0.050301,0.0,0.049478,0.271274,0.834645,2022-11-05 05:50:00
19858,-0.091805,0.160107,,0.301315,,2022-11-05 08:43:00
19859,0.214176,0.239693,,0.417053,,2022-11-05 09:30:00
19860,0.063151,0.123748,,0.164282,,2022-11-05 09:45:00
19861,0.009777,0.024468,,0.803596,,2022-11-05 10:10:00
19862,0.147789,0.232239,,0.34729,,2022-11-05 11:21:00
19863,0.233286,0.333003,0.333003,0.18602,0.18602,2022-11-05 11:30:00
19864,0.059436,,0.227913,,0.617494,2022-11-05 11:59:00
19865,0.194969,0.015229,,0.015783,,2022-11-05 12:00:00
19866,0.051871,0.081359,,0.666827,,2022-11-05 12:13:00
19867,0.267049,0.171559,0.171325,0.135094,0.179454,2022-11-05 13:01:00
19868,0.268366,0.119365,0.297043,0.090304,0.429359,2022-11-05 13:27:00
19869,0.019196,0.152837,0.099015,0.318897,0.017256,2022-11-05 13:34:00
19870,0.110265,0.0,0.0,0.224903,0.224903,2022-11-05 13:57:00
19871,0.091348,,0.084492,,0.774534,2022-11-05 15:08:00
19872,0.166191,0.178889,,0.07423,,2022-11-05 15:57:00
19873,-0.0507,-0.093477,,0.197011,,2022-11-05 16:23:00
19874,-0.07588,-0.310508,-0.242531,0.776097,0.213048,2022-11-05 16:37:00
19875,0.038447,0.169904,,0.233556,,2022-11-05 16:41:00
19876,0.142601,,0.097081,,0.127456,2022-11-05 18:06:00
19877,0.05797,0.09388,,0.063933,,2022-11-05 18:14:00
19878,-0.018786,0.00863,0.0,0.999757,0.334008,2022-11-05 19:17:00
19879,0.355388,0.149319,0.149319,0.123104,0.123104,2022-11-05 19:47:00
19880,-0.074297,-0.157886,-0.157886,0.076115,0.076115,2022-11-05 19:49:00
19881,0.193468,,0.189669,,0.099559,2022-11-05 20:00:00
19882,0.034036,0.106477,0.105595,0.307924,0.15697,2022-11-05 20:30:00
19883,0.158541,0.278806,0.1587,0.802259,0.25255,2022-11-05 22:33:00
19884,-0.227126,,-0.198089,,0.049221,2022-11-06 00:44:00
19885,0.044116,0.562364,,0.455525,,2022-11-06 07:32:00
19886,-0.050517,0.0,,0.02689,,2022-11-06 10:00:00
19887,0.029167,-0.238714,-0.078545,0.036037,0.107817,2022-11-06 10:21:00
19888,0.140043,0.095084,0.06928,0.678673,0.147516,2022-11-06 10:30:00
19889,0.223558,0.376912,0.065122,0.646056,0.067158,2022-11-06 11:30:00
19890,0.146064,,0.116932,,0.329551,2022-11-06 12:00:00
19891,0.104437,0.055879,,0.05257,,2022-11-06 12:18:00
19892,-0.026782,0.039769,,0.45283,,2022-11-06 12:20:00
19893,0.194554,,0.027622,,0.150592,2022-11-06 12:46:00
19894,0.209905,,0.055694,,0.025008,2022-11-06 13:25:00
19895,0.012345,0.350425,,0.682689,,2022-11-06 15:18:00
19896,0.162282,0.311299,,0.927702,,2022-11-06 16:00:00
19897,0.068212,-0.035846,-0.044167,0.363388,0.655281,2022-11-06 16:01:00
19898,0.092707,0.265826,0.029689,0.277118,0.112797,2022-11-06 18:30:00
19899,0.164424,0.11748,0.067258,0.200688,0.067536,2022-11-06 20:00:00
19900,0.071687,,0.050381,,0.067347,2022-11-06 20:37:00
19901,-0.057251,,0.129658,,0.170878,2022-11-06 21:17:00
19902,0.402563,0.310041,,0.044304,,2022-11-06 23:49:00
19903,-0.093806,-0.061162,-0.131237,0.421485,0.088472,2022-11-07 01:57:00
19904,0.016822,-0.027137,-0.027137,0.455525,0.455525,2022-11-07 02:21:00
19905,0.273207,0.0,0.0,0.072876,0.072876,2022-11-07 02:30:00
19906,0.178541,0.130674,0.061807,0.142565,0.095327,2022-11-07 05:00:00
19907,0.009632,,-0.063414,,0.903266,2022-11-07 05:42:00
19908,0.319873,,0.111565,,0.017035,2022-11-07 06:00:00
19909,0.229649,0.284089,0.284089,0.330286,0.330286,2022-11-07 06:24:00
19910,0.239421,0.078549,0.078549,0.126119,0.126119,2022-11-07 06:33:00
19911,0.402143,,0.222408,,0.048036,2022-11-07 06:59:00
19912,0.166349,0.044584,,0.47147,,2022-11-07 07:00:00
19913,-0.060759,-0.119605,,0.495015,,2022-11-07 08:00:00
19914,-0.126107,-0.013402,0.009614,0.3007,0.203215,2022-11-07 08:48:00
19915,0.19817,,-0.256642,,0.13459,2022-11-07 10:17:00
19916,-0.09264700000000001,-0.094287,-0.053636,0.68773,0.82927,2022-11-07 10:31:00
19917,0.088137,0.26681,0.216954,0.188193,0.366061,2022-11-07 10:42:00
19918,-0.021603,0.015607,,0.19117,,2022-11-07 11:04:00
19919,-0.11377,-0.129887,,0.229149,,2022-11-07 11:23:00
19920,-0.054604,,0.037932,,0.199037,2022-11-07 11:43:00
19921,-0.007312,-0.01315,,0.987581,,2022-11-07 12:00:00
19922,-0.143841,,-0.016239,,0.382925,2022-11-07 12:10:00
19923,-0.035397,-0.02889,,0.86962,,2022-11-07 12:30:00
19924,0.280022,0.207586,0.1523915,0.048523,0.054918999999999996,2022-11-07 13:00:00
19925,0.303583,0.207615,0.207615,0.04872,0.04872,2022-11-07 13:01:00
19926,0.299419,0.207977,0.207977,0.052743,0.052743,2022-11-07 13:04:00
19927,0.038004,0.0,,0.107016,,2022-11-07 13:20:00
19928,0.236074,0.0,,0.126339,,2022-11-07 13:32:00
19929,0.26096,0.0,,0.106541,,2022-11-07 13:36:00
19930,0.1134935,0.0575215,,0.175206,,2022-11-07 14:30:00
19931,0.102321,-0.125052,-0.125052,0.107495,0.107495,2022-11-07 14:37:00
19932,0.181168,0.356387,0.136319,0.84565,0.070935,2022-11-07 14:38:00
19933,-0.149226,0.0,,0.224903,,2022-11-07 14:46:00
19934,-0.170799,-0.377545,-0.713265,0.570165,0.570165,2022-11-07 14:54:00
19935,0.181559,0.216424,,0.306963,,2022-11-07 15:07:00
19936,0.024332,-0.030075,,0.922387,,2022-11-07 15:09:00
19937,0.237691,-0.071846,,0.049424,,2022-11-07 15:13:00
19938,0.153945,0.025458,,0.036532,,2022-11-07 15:21:00
19939,-0.093977,-0.068279,,0.519739,,2022-11-07 15:31:00
19940,-0.171658,-0.136369,,0.613172,,2022-11-07 15:35:00
19941,0.05605,-0.049543,,0.09439,,2022-11-07 15:36:00
19942,0.004886,0.0281,,0.227716,,2022-11-07 15:41:00
19943,0.072354,0.10721,,0.066414,,2022-11-07 15:45:00
19944,0.00943,,0.14466,,0.298567,2022-11-07 15:49:00
19945,0.044235,0.11296,0.0,0.269776,0.181819,2022-11-07 15:53:00
19946,-0.023568999999999996,-0.07442666666666667,,0.957287,,2022-11-07 16:18:00
19947,0.2205395,0.119813,0.380166,0.105141,0.353059,2022-11-07 16:19:00
19948,-0.051198,-0.083856,,0.86962,,2022-11-07 16:27:00
19949,-0.123673,0.029806,,0.893234,,2022-11-07 16:30:00
19950,0.035406,0.132664,,0.785534,,2022-11-07 16:39:00
19951,0.009735,,-0.00385,,0.140076,2022-11-07 16:52:00
19952,0.165366,0.308747,,0.987581,,2022-11-07 17:00:00
19953,-0.146716,,-0.291482,,0.999304,2022-11-07 17:08:00
19954,0.089587,0.115355,,0.632179,,2022-11-07 17:09:00
19955,-0.089826,-0.139262,,0.802374,,2022-11-07 17:20:00
19956,0.304477,0.105108,0.131365,0.037213,0.074345,2022-11-07 17:24:00
19957,0.182331,0.334632,,0.636698,,2022-11-07 17:39:00
19958,0.145179,-0.053082,,0.115509,,2022-11-07 17:48:00
19959,0.0951405,0.108721,0.215419,0.781591,0.301315,2022-11-07 18:04:00
19960,0.0851735,,0.100887,,0.3839015,2022-11-07 18:10:00
19961,0.055061,,0.109576,,0.244109,2022-11-07 18:11:00
19962,0.028275,,0.047213,,0.554365,2022-11-07 18:14:00
19963,-0.173088,-0.023173,,0.09439,,2022-11-07 18:15:00
19964,-0.101538,-0.213004,,0.431065,,2022-11-07 18:23:00
19965,0.472328,,0.03517,,0.090474,2022-11-07 18:26:00
19966,0.269545,0.059571,,0.124164,,2022-11-07 19:00:00
19967,0.026563,-0.381605,0.173411,0.282234,0.143415,2022-11-07 19:16:00
19968,0.060894,-0.101153,,0.408791,,2022-11-07 19:28:00
19969,-0.00966,-0.03513,,0.28387,,2022-11-07 19:49:00
19970,-0.156546,-0.162838,,0.756001,,2022-11-07 19:57:00
19971,0.187478,0.147691,0.147691,0.202932,0.202932,2022-11-07 20:23:00
19972,-0.067313,,-0.108391,,0.145145,2022-11-07 20:30:00
19973,0.046373,0.070516,,0.129516,,2022-11-07 20:46:00
19974,0.069748,0.0,0.039238,0.072435,0.214937,2022-11-07 20:50:00
19975,-0.12952,-0.092722,-0.101108,0.111488,0.055881,2022-11-07 20:53:00
19976,0.036508,-0.019427,,0.718897,,2022-11-07 21:00:00
19977,-0.158193,-0.335778,,0.610896,,2022-11-07 21:06:00
19978,0.274864,,0.053489,,0.080188,2022-11-07 21:11:00
19979,0.202094,,-0.019044,,0.068896,2022-11-07 21:30:00
19980,0.137466,-0.024222,0.36206,0.136888,0.879272,2022-11-07 21:39:00
19981,0.155217,0.095045,,0.126784,,2022-11-07 21:45:00
19982,0.246504,0.2775,,0.362725,,2022-11-07 21:57:00
19983,0.014622,,0.050634,,0.617765,2022-11-07 22:10:00
19984,0.114251,0.303539,,0.412298,,2022-11-07 22:26:00
19985,0.155651,0.0,0.0,0.033562,0.033562,2022-11-07 22:40:00
19986,0.125056,0.428538,0.428538,0.404563,0.404563,2022-11-07 22:56:00
19987,0.224309,,-0.033741,,0.187463,2022-11-07 23:13:00
19988,0.196609,0.072703,0.086737,0.229582,0.229582,2022-11-07 23:44:00
19989,0.354584,0.278707,,0.222838,,2022-11-08 00:33:00
19990,0.024385,-0.197471,,0.051221,,2022-11-08 01:01:00
19991,-0.26814,-0.617526,,0.454174,,2022-11-08 02:38:00
19992,0.221015,0.139502,0.088953,0.290607,0.423843,2022-11-08 02:56:00
19993,0.007187,0.012384,0.065904,0.22595,0.384608,2022-11-08 03:07:00
19994,-0.189766,-0.059576,,0.737923,,2022-11-08 03:58:00
19995,-0.131148,-0.095912,-0.095912,0.490323,0.490323,2022-11-08 04:29:00
19996,0.223711,,0.032362,,0.142284,2022-11-08 04:34:00
19997,-0.056266,,0.0,,0.428632,2022-11-08 04:38:00
19998,-0.09354,-0.232985,-0.232985,0.615462,0.615462,2022-11-08 05:51:00
19999,0.181243,0.399972,,0.636698,,2022-11-08 06:00:00
20000,-0.027231999999999992,-0.049512,-0.092148,0.08865700000000001,0.132004,2022-11-08 06:11:00
20001,0.113799,-0.099024,-0.092148,0.132004,0.132004,2022-11-08 06:24:00
20002,0.269129,,0.085575,,0.093289,2022-11-08 07:11:00
20003,0.00487,-0.447954,-0.447954,0.558244,0.558244,2022-11-08 07:30:00
20004,0.244148,-0.158559,,0.097062,,2022-11-08 07:32:00
20005,-0.085931,-0.091784,-0.121437,0.107978,0.161349,2022-11-08 07:58:00
20006,0.089211,,0.31981,,0.373378,2022-11-08 08:05:00
20007,0.117233,0.197859,,0.837089,,2022-11-08 08:07:00
20008,0.004874,-0.461531,-0.461531,0.595343,0.595343,2022-11-08 08:17:00
20009,-0.240957,-0.565838,,0.804667,,2022-11-08 09:17:00
20010,-0.021829,-0.085232,,0.194242,,2022-11-08 09:20:00
20011,-0.224608,-0.232017,-0.232017,0.10607,0.10607,2022-11-08 10:02:00
20012,-0.310472,-0.292993,-0.236937,0.284696,0.215574,2022-11-08 10:23:00
20013,0.196346,0.262802,,0.962597,,2022-11-08 10:30:00
20014,0.019393,,0.107452,,0.660192,2022-11-08 10:40:00
20015,-0.00959,-0.017353,-0.017353,0.112008,0.112008,2022-11-08 10:43:00
20016,-0.232299,-0.389133,,0.891977,,2022-11-08 11:30:00
20017,-0.075253,-0.045794,,0.09402,,2022-11-08 11:38:00
20018,-0.18113,-0.189201,-0.189201,0.306963,0.306963,2022-11-08 11:57:00
20019,0.294875,0.147132,,0.06697,,2022-11-08 12:06:00
20020,0.147933,,0.212709,,0.231332,2022-11-08 12:15:00
20021,-0.0578105,-0.079006,-0.085353,0.120418,0.09186,2022-11-08 12:18:00
20022,0.076169,0.011926,,0.76367,,2022-11-08 12:30:00
20023,0.011951,0.102623,-0.007808,0.597525,0.735697,2022-11-08 12:34:00
20024,-0.004874,-0.009208,,0.072655,,2022-11-08 12:40:00
20025,0.2439838,0.1247558,0.164914,0.1508904,0.203886,2022-11-08 13:00:00
20026,0.142138,,0.033113,,0.172097,2022-11-08 13:01:00
20027,0.078075,-0.053865,-0.053865,0.306963,0.306963,2022-11-08 13:06:00
20028,-0.054172,0.095403,0.095403,0.107016,0.107016,2022-11-08 13:11:00
20029,0.104701,0.027717,,0.785986,,2022-11-08 13:15:00
20030,-0.232299,-0.389133,,0.891977,,2022-11-08 13:20:00
20031,0.386215,,0.0,,0.121037,2022-11-08 13:25:00
20032,0.181243,0.399972,,0.636698,,2022-11-08 13:42:00
20033,-0.009786,,-0.25004,,0.44622,2022-11-08 13:43:00
20034,-0.016609,,0.017674,,0.303175,2022-11-08 13:52:00
20035,0.104339,-0.098735,-0.091886,0.131284,0.131284,2022-11-08 13:54:00
20036,0.30603250000000004,0.12513849999999999,0.042065,0.119119,0.094941,2022-11-08 14:00:00
20037,0.081557,0.171792,0.017017,0.397938,0.055428,2022-11-08 14:01:00
20038,-0.002401,0.007024,,0.171485,,2022-11-08 14:03:00
20039,-0.121659,0.191925,0.191925,0.123209,0.123209,2022-11-08 14:13:00
20040,0.137713,0.113212,0.004144,0.331209,0.085173,2022-11-08 14:30:00
20041,0.076701,0.0,0.0,0.417995,0.417995,2022-11-08 14:38:00
20042,0.19706,0.066856,,0.030388,,2022-11-08 14:45:00
20043,0.069677,0.290768,,0.154455,,2022-11-08 14:50:00
20044,-0.254356,-0.582265,-0.687218,0.677342,0.677342,2022-11-08 14:53:00
20045,-0.219667,0.013789,-0.196587,0.10607,0.10607,2022-11-08 14:56:00
20046,0.207719,0.182015,0.230079,0.213674,0.072,2022-11-08 15:00:00
20047,-0.152502,-0.116767,-0.116767,0.221819,0.221819,2022-11-08 15:04:00
20048,0.141358,0.100325,0.052042,0.463792,0.393771,2022-11-08 15:09:00
20049,0.281183,0.112072,0.112072,0.081001,0.081001,2022-11-08 15:29:00
20050,0.129411,,-0.084581,,0.109455,2022-11-08 15:30:00
20051,0.152121,0.030526,,0.006134,,2022-11-08 15:48:00
20052,-0.156989,-0.152648,-0.152648,0.106541,0.106541,2022-11-08 16:09:00
20053,-0.171918,-0.109558,-0.109558,0.283323,0.283323,2022-11-08 16:17:00
20054,0.029748999999999998,0.06505325,0.0219375,0.76863175,0.9084215,2022-11-08 16:21:00
20055,-0.042537,-0.162917,,0.874686,,2022-11-08 16:23:00
20056,-0.055307,-0.190677,,0.749922,,2022-11-08 16:28:00
20057,-0.238306,0.152722,0.152722,0.069294,0.069294,2022-11-08 16:30:00
20058,0.158359,0.005798,0.005798,0.172713,0.172713,2022-11-08 16:44:00
